InvoiceID,Branch,City,CustomerType,Gender,ProductLine,UnitPrice,Quantity,Tax,Total,Date,Time,Payment,Rating, Revwithout tax, MonthName,DayOfWeek,HourOfDay,ProfitEstimate,tax, total
429-66-8982,A,Yangon,Member,Male,Health and Beauty,76.47,4.00,15.29,321.17,2020-04-03,13:52,Credit card,8.10,305.88,April,Friday,13,91.764,15.294,397.644
111-71-9407,A,Yangon,Normal,Female,Baby care,38.41,9.00,17.28,362.97,2020-04-04,19:16,Credit card,4.70,345.69,April,Saturday,19,103.707,17.2845,449.397
438-17-3708,C,Naypyitaw,Member,Female,Health and Beauty,68.03,3.00,10.20,214.29,2020-04-05,19:40,Cash,9.60,204.09,April,Sunday,19,61.227,10.2045,265.317
180-96-6604,A,Yangon,Member,Male,Home and lifestyle,45.56,8.00,18.22,382.70,2020-04-06,09:24,Credit card,5.10,364.48,April,Monday,9,109.344,18.224,473.824
473-89-9901,A,Yangon,Member,Female,Sports and travel,74.19,1.00,3.71,77.90,2020-04-07,17:49,Credit card,7.70,74.19,April,Tuesday,17,22.257,3.7095,96.447
299-34-7609,B,Mandalay,Member,Male,Food and beverages,27.93,9.00,12.57,263.94,2020-04-08,16:05,Cash,5.30,251.37,April,Wednesday,16,75.411,12.5685,326.781
188-21-4993,A,Yangon,Member,Male,Baby care,90.12,9.00,40.55,851.63,2020-04-09,18:56,Credit card,5.80,811.08,April,Thursday,18,243.324,40.554,1054.404
588-35-9238,C,Naypyitaw,Member,Female,Electronic accessories,35.87,2.00,3.59,75.33,2020-04-10,20:37,Ewallet,7.30,71.74,April,Friday,20,21.522,3.587,93.262
387-19-5806,A,Yangon,Normal,Male,Home and lifestyle,43.10,4.00,8.62,181.02,2020-04-11,13:44,Ewallet,6.50,172.4,April,Saturday,13,51.72,8.62,224.12
500-32-6913,C,Naypyitaw,Normal,Female,Health and Beauty,15.23,8.00,6.09,127.93,2020-04-12,18:13,Cash,5.00,121.84,April,Sunday,18,36.552,6.092,158.392
185-16-5430,A,Yangon,Member,Male,Fashion accessories,20.04,7.00,7.01,147.29,2020-04-13,09:39,Credit card,5.00,140.28,April,Monday,9,42.084,7.014,182.364
728-16-5232,A,Yangon,Normal,Male,Home and lifestyle,56.43,1.00,2.82,59.25,2020-04-14,10:54,Ewallet,6.50,56.43,April,Tuesday,10,16.929,2.8215,73.359
982-57-9007,A,Yangon,Normal,Male,Home and lifestyle,34.08,5.00,8.52,178.92,2020-04-15,12:34,Ewallet,8.50,170.4,April,Wednesday,12,51.12,8.52,221.52
597-68-2500,A,Yangon,Normal,Female,Baby care,85.19,7.00,29.82,626.15,2020-04-16,08:23,Credit card,9.40,596.33,April,Thursday,8,178.899,29.8165,775.229
693-48-4042,C,Naypyitaw,Member,Female,Home and lifestyle,11.32,4.00,2.26,47.54,2020-04-17,10:17,Credit card,4.50,45.28,April,Friday,10,13.584,2.264,58.864
501-68-4561,C,Naypyitaw,Normal,Male,Home and lifestyle,44.12,1.00,2.21,46.33,2020-04-18,08:51,Ewallet,6.40,44.12,April,Saturday,8,13.236,2.206,57.356
714-26-8693,B,Mandalay,Member,Male,Electronic accessories,40.36,9.00,18.16,381.40,2020-04-19,20:23,Ewallet,4.60,363.24,April,Sunday,20,108.972,18.162,472.212
258-33-8138,C,Naypyitaw,Normal,Female,Fashion accessories,11.74,5.00,2.94,61.64,2020-04-20,20:34,Cash,4.10,58.7,April,Monday,20,17.61,2.935,76.31
719-69-8980,A,Yangon,Member,Female,Fashion accessories,21.19,2.00,2.12,44.50,2020-04-21,08:35,Cash,8.00,42.38,April,Tuesday,8,12.714,2.119,55.094
197-12-3983,B,Mandalay,Member,Male,Fashion accessories,47.23,8.00,18.89,396.73,2020-04-22,16:44,Ewallet,7.60,377.84,April,Wednesday,16,113.352,18.892,491.192
282-96-9230,B,Mandalay,Normal,Male,Sports and travel,54.36,2.00,5.44,114.16,2020-04-23,08:59,Cash,5.00,108.72,April,Thursday,8,32.616,5.436,141.336
626-13-6468,B,Mandalay,Normal,Female,Food and beverages,46.39,3.00,6.96,146.13,2020-04-24,18:33,Ewallet,5.40,139.17,April,Friday,18,41.751,6.9585,180.921
496-91-9684,A,Yangon,Member,Female,Fashion accessories,57.78,1.00,2.89,60.67,2020-04-25,16:15,Ewallet,4.10,57.78,April,Saturday,16,17.334,2.889,75.114
525-75-9502,C,Naypyitaw,Normal,Female,Home and lifestyle,63.56,2.00,6.36,133.48,2020-04-26,09:28,Cash,9.00,127.12,April,Sunday,9,38.136,6.356,165.256
838-51-1545,A,Yangon,Normal,Female,Home and lifestyle,10.89,7.00,3.81,80.04,2020-04-27,10:22,Cash,9.80,76.23,April,Monday,10,22.869,3.8115,99.099
513-22-4810,B,Mandalay,Normal,Female,Fashion accessories,51.77,2.00,5.18,108.72,2020-04-28,10:24,Credit card,4.80,103.54,April,Tuesday,10,31.062,5.177,134.602
990-48-3032,A,Yangon,Member,Male,Baby care,96.71,6.00,29.01,609.27,2020-04-29,13:50,Credit card,5.40,580.26,April,Wednesday,13,174.078,29.013,754.338
576-71-9436,A,Yangon,Member,Female,Fashion accessories,56.71,3.00,8.51,178.64,2020-04-30,16:00,Credit card,9.20,170.13,April,Thursday,16,51.039,8.5065,221.169
847-66-1271,C,Naypyitaw,Normal,Male,Home and lifestyle,70.98,4.00,14.20,298.12,2020-05-01,17:18,Ewallet,9.60,283.92,May,Friday,17,85.176,14.196,369.096
539-19-8069,C,Naypyitaw,Normal,Female,Sports and travel,38.07,8.00,15.23,319.79,2020-05-02,08:33,Cash,6.50,304.56,May,Saturday,8,91.368,15.228,395.928
458-93-4760,B,Mandalay,Normal,Male,Health and Beauty,79.66,3.00,11.95,250.93,2020-05-03,19:39,Ewallet,4.30,238.98,May,Sunday,19,71.694,11.949,310.674
102-54-2165,A,Yangon,Member,Female,Health and Beauty,79.56,6.00,23.87,501.23,2020-05-04,14:17,Cash,4.20,477.36,May,Monday,14,143.208,23.868,620.568
475-39-3033,A,Yangon,Member,Female,Fashion accessories,56.92,1.00,2.85,59.77,2020-05-05,09:24,Ewallet,7.40,56.92,May,Tuesday,9,17.076,2.846,73.996
423-27-5388,C,Naypyitaw,Normal,Male,Electronic accessories,97.84,7.00,34.24,719.12,2020-05-06,20:44,Credit card,6.40,684.88,May,Wednesday,20,205.464,34.244,890.344
764-57-9896,A,Yangon,Normal,Male,Fashion accessories,21.30,8.00,8.52,178.92,2020-05-07,13:20,Credit card,4.20,170.4,May,Thursday,13,51.12,8.52,221.52
684-24-9056,A,Yangon,Normal,Female,Baby care,11.53,8.00,4.61,96.85,2020-05-08,17:05,Credit card,7.50,92.24,May,Friday,17,27.672,4.612,119.912
443-77-2828,A,Yangon,Normal,Female,Fashion accessories,79.31,3.00,11.90,249.83,2020-05-09,16:47,Ewallet,4.10,237.93,May,Saturday,16,71.379,11.8965,309.309
160-52-5805,C,Naypyitaw,Normal,Female,Health and Beauty,82.64,1.00,4.13,86.77,2020-05-10,18:38,Cash,8.70,82.64,May,Sunday,18,24.792,4.132,107.432
906-65-8486,B,Mandalay,Normal,Female,Home and lifestyle,20.82,9.00,9.37,196.75,2020-05-11,17:09,Cash,5.80,187.38,May,Monday,17,56.214,9.369,243.594
401-97-9202,B,Mandalay,Member,Female,Fashion accessories,33.90,6.00,10.17,213.57,2020-05-12,16:51,Credit card,4.20,203.4,May,Tuesday,16,61.02,10.17,264.42
161-86-8878,A,Yangon,Normal,Male,Home and lifestyle,11.58,9.00,5.21,109.43,2020-05-13,09:59,Credit card,7.50,104.22,May,Wednesday,9,31.266,5.211,135.486
663-13-6690,B,Mandalay,Member,Male,Home and lifestyle,36.40,7.00,12.74,267.54,2020-05-14,15:51,Credit card,6.40,254.8,May,Thursday,15,76.44,12.74,331.24
